"maille_code";"sexe";"date";"hospitalises";"reanimation";"gueris";"deces"
"07";0;"2020-03-31";87;11;99;13
"08";0;"2020-03-31";48;17;8;0
"09";0;"2020-03-31";12;3;6;0
"10";0;"2020-03-31";79;13;4;8
"11";0;"2020-03-31";75;18;39;19
"12";0;"2020-03-31";43;10;21;6
"13";0;"2020-03-31";862;193;485;47
"14";0;"2020-03-31";96;35;22;7
"15";0;"2020-03-31";12;5;2;0
"16";0;"2020-03-31";14;6;14;2
"17";0;"2020-03-31";56;24;27;9
"18";0;"2020-03-31";38;14;4;8
"19";0;"2020-03-31";38;7;5;3
"21";0;"2020-03-31";166;40;220;42
"22";0;"2020-03-31";39;5;10;4
"23";0;"2020-03-31";9;4;1;0
"24";0;"2020-03-31";10;3;6;1
"25";0;"2020-03-31";148;51;107;34
"26";0;"2020-03-31";214;61;64;39
"27";0;"2020-03-31";43;15;14;8
"28";0;"2020-03-31";121;27;27;17
"29";0;"2020-03-31";49;12;37;7
"2A";0;"2020-03-31";89;21;45;18
"2B";0;"2020-03-31";10;1;55;2
"30";0;"2020-03-31";55;20;24;10
"31";0;"2020-03-31";219;83;90;7
"32";0;"2020-03-31";19;4;3;2
"33";0;"2020-03-31";300;81;189;30
"34";0;"2020-03-31";236;69;145;29
"35";0;"2020-03-31";94;22;59;9
"36";0;"2020-03-31";43;8;3;13
"37";0;"2020-03-31";101;29;27;5
"38";0;"2020-03-31";175;54;74;13
"39";0;"2020-03-31";52;9;21;3
"40";0;"2020-03-31";15;5;7;1
"41";0;"2020-03-31";49;10;16;4
"42";0;"2020-03-31";415;83;77;44
"43";0;"2020-03-31";16;5;16;3
"44";0;"2020-03-31";159;50;71;31
"45";0;"2020-03-31";151;46;36;13
"46";0;"2020-03-31";5;2;7;0
"47";0;"2020-03-31";25;6;8;3
"48";0;"2020-03-31";7;2;7;0
"49";0;"2020-03-31";144;34;112;18
"50";0;"2020-03-31";46;16;16;10
"51";0;"2020-03-31";324;61;170;46
"52";0;"2020-03-31";65;13;19;8
"53";0;"2020-03-31";55;9;8;8
"54";0;"2020-03-31";391;150;95;59
"55";0;"2020-03-31";141;16;69;22
"56";0;"2020-03-31";117;30;81;30
"57";0;"2020-03-31";947;180;259;193
"58";0;"2020-03-31";12;8;1;2
"59";0;"2020-03-31";573;210;179;66
"60";0;"2020-03-31";278;56;150;99
"61";0;"2020-03-31";37;6;35;3
"62";0;"2020-03-31";215;84;94;19
"63";0;"2020-03-31";59;31;18;1
"64";0;"2020-03-31";72;26;37;10
"65";0;"2020-03-31";28;7;12;1
"66";0;"2020-03-31";122;35;78;14
"67";0;"2020-03-31";963;254;325;180
"68";0;"2020-03-31";1041;156;653;411
"69";0;"2020-03-31";1054;247;345;132
"70";0;"2020-03-31";69;15;45;19
"71";0;"2020-03-31";191;30;181;48
"72";0;"2020-03-31";101;24;42;9
"73";0;"2020-03-31";101;30;54;5
"74";0;"2020-03-31";246;68;159;30
"75";0;"2020-03-31";2434;663;730;362
"76";0;"2020-03-31";313;89;64;34
"77";0;"2020-03-31";534;147;202;63
"78";0;"2020-03-31";706;158;287;98
"79";0;"2020-03-31";29;6;19;2
"80";0;"2020-03-31";254;63;97;45
"81";0;"2020-03-31";45;18;11;2
"82";0;"2020-03-31";8;5;3;1
"83";0;"2020-03-31";180;52;178;24
"84";0;"2020-03-31";60;21;43;6
"85";0;"2020-03-31";51;15;23;5
"86";0;"2020-03-31";43;21;26;12
"87";0;"2020-03-31";61;13;9;5
"88";0;"2020-03-31";247;30;102;88
"89";0;"2020-03-31";75;16;9;5
"90";0;"2020-03-31";201;43;91;61
"91";0;"2020-03-31";639;161;152;52
"92";0;"2020-03-31";1446;324;458;149
"93";0;"2020-03-31";964;190;310;161
"94";0;"2020-03-31";1170;189;365;148
"95";0;"2020-03-31";722;145;403;143
"971";0;"2020-03-31";37;12;19;5
"972";0;"2020-03-31";64;18;20;3
"973";0;"2020-03-31";0;0;0;0
"974";0;"2020-03-31";57;6;10;0
"976";0;"2020-03-31";0;0;0;0
"01";0;"2020-04-01";92;28;43;12
"02";0;"2020-04-01";164;40;121;59
"03";0;"2020-04-01";38;13;48;5
"04";0;"2020-04-01";22;5;33;2
"05";0;"2020-04-01";52;11;36;1
"06";0;"2020-04-01";149;41;132;29
"07";0;"2020-04-01";85;11;110;17
"08";0;"2020-04-01";54;16;8;1
"09";0;"2020-04-01";16;6;7;0
"10";0;"2020-04-01";86;15;21;18
"11";0;"2020-04-01";80;20;46;21
"12";0;"2020-04-01";46;10;21;7
"13";0;"2020-04-01";887;209;575;55
"14";0;"2020-04-01";111;41;29;8
"15";0;"2020-04-01";12;6;3;0
"16";0;"2020-04-01";17;7;16;2
"17";0;"2020-04-01";65;24;31;10
"18";0;"2020-04-01";40;15;4;11
"19";0;"2020-04-01";39;8;8;4
"21";0;"2020-04-01";190;44;244;45
"22";0;"2020-04-01";47;5;13;6
"23";0;"2020-04-01";11;4;1;0
"24";0;"2020-04-01";13;4;8;1
"25";0;"2020-04-01";161;53;117;34
"26";0;"2020-04-01";240;62;76;40
"27";0;"2020-04-01";43;10;21;8
"28";0;"2020-04-01";121;29;34;17
"29";0;"2020-04-01";56;17;41;7
"2A";0;"2020-04-01";88;24;45;19
"2B";0;"2020-04-01";8;1;57;2
"30";0;"2020-04-01";74;26;25;10
"31";0;"2020-04-01";216;91;108;11
"32";0;"2020-04-01";25;4;4;3
"33";0;"2020-04-01";296;88;225;32
"34";0;"2020-04-01";238;76;169;35
"35";0;"2020-04-01";106;25;62;10
"36";0;"2020-04-01";51;6;4;17
"37";0;"2020-04-01";113;35;37;11
"38";0;"2020-04-01";186;58;91;15
"39";0;"2020-04-01";55;9;25;4
"40";0;"2020-04-01";16;6;7;1
"41";0;"2020-04-01";58;11;17;7
"42";0;"2020-04-01";414;87;106;57
"43";0;"2020-04-01";17;5;18;3
"44";0;"2020-04-01";188;45;81;36
"45";0;"2020-04-01";179;57;42;14
"46";0;"2020-04-01";8;3;13;0
"47";0;"2020-04-01";29;6;8;3
"48";0;"2020-04-01";9;2;7;0
"49";0;"2020-04-01";150;40;127;18
"50";0;"2020-04-01";54;19;18;10
"51";0;"2020-04-01";329;61;196;53
"52";0;"2020-04-01";66;12;20;8
"53";0;"2020-04-01";56;9;11;8
"54";0;"2020-04-01";411;156;132;75
"55";0;"2020-04-01";162;19;78;22
"56";0;"2020-04-01";133;32;86;32
"57";0;"2020-04-01";1021;181;305;212
"58";0;"2020-04-01";12;9;1;3
"59";0;"2020-04-01";613;221;215;81
"60";0;"2020-04-01";293;60;183;119
"61";0;"2020-04-01";49;6;42;5
"62";0;"2020-04-01";275;93;104;23
"63";0;"2020-04-01";77;31;23;2
"64";0;"2020-04-01";73;27;46;10
"65";0;"2020-04-01";39;7;14;1
"66";0;"2020-04-01";111;35;95;15
"67";0;"2020-04-01";1005;267;408;206
"68";0;"2020-04-01";1083;157;686;437
"69";0;"2020-04-01";1114;264;404;153
"70";0;"2020-04-01";68;16;55;22
"71";0;"2020-04-01";173;33;96;50
"72";0;"2020-04-01";99;23;50;13
"73";0;"2020-04-01";110;32;87;6
"74";0;"2020-04-01";250;75;184;39
"75";0;"2020-04-01";2633;720;863;404
"76";0;"2020-04-01";306;88;91;38
"77";0;"2020-04-01";565;160;262;81
"78";0;"2020-04-01";815;178;347;119
"79";0;"2020-04-01";33;6;22;2
"80";0;"2020-04-01";270;64;100;48
"81";0;"2020-04-01";53;19;12;3
"82";0;"2020-04-01";11;5;3;2
"83";0;"2020-04-01";177;46;192;27
"84";0;"2020-04-01";70;20;48;10
"85";0;"2020-04-01";56;16;27;7
"86";0;"2020-04-01";47;20;27;12
"87";0;"2020-04-01";61;15;15;5
"88";0;"2020-04-01";253;34;121;94
"89";0;"2020-04-01";85;21;13;8
"90";0;"2020-04-01";219;44;91;64
"91";0;"2020-04-01";687;172;166;63
"92";0;"2020-04-01";1638;355;517;173
"93";0;"2020-04-01";1173;228;358;187
"94";0;"2020-04-01";1368;241;446;186
"95";0;"2020-04-01";730;150;473;156
"971";0;"2020-04-01";35;12;25;7
"972";0;"2020-04-01";63;19;25;3
"973";0;"2020-04-01";5;0;5;0
"974";0;"2020-04-01";53;3;20;0
"976";0;"2020-04-01";0;0;1;0
"01";0;"2020-04-02";105;33;62;14
"02";0;"2020-04-02";186;38;148;67
"03";0;"2020-04-02";36;14;54;6
"04";0;"2020-04-02";25;5;45;3
"05";0;"2020-04-02";59;16;37;1
"06";0;"2020-04-02";182;61;141;32
"07";0;"2020-04-02";83;13;120;23
"08";0;"2020-04-02";66;17;10;1
"09";0;"2020-04-02";17;6;8;1
"10";0;"2020-04-02";104;17;24;20
"11";0;"2020-04-02";101;19;52;21
"12";0;"2020-04-02";52;11;24;7
"13";0;"2020-04-02";946;216;606;65
"14";0;"2020-04-02";126;46;29;9
"15";0;"2020-04-02";21;7;3;0
"16";0;"2020-04-02";19;8;17;3
"17";0;"2020-04-02";66;25;33;11
"18";0;"2020-04-02";38;14;7;14
"19";0;"2020-04-02";38;8;11;4
"21";0;"2020-04-02";202;56;273;63
"22";0;"2020-04-02";59;16;16;9
"23";0;"2020-04-02";11;5;2;0
"24";0;"2020-04-02";15;4;11;1
"25";0;"2020-04-02";186;62;130;35
"26";0;"2020-04-02";229;62;92;44
"27";0;"2020-04-02";54;10;19;10
"28";0;"2020-04-02";146;31;53;18
"29";0;"2020-04-02";66;27;48;7
"2A";0;"2020-04-02";74;22;47;21
"2B";0;"2020-04-02";12;3;63;2
"30";0;"2020-04-02";74;30;34;11
"31";0;"2020-04-02";214;95;125;13
"32";0;"2020-04-02";27;5;6;3
"33";0;"2020-04-02";298;86;264;33
"34";0;"2020-04-02";245;78;186;39
"35";0;"2020-04-02";128;38;68;12
"36";0;"2020-04-02";49;7;7;17
"37";0;"2020-04-02";138;43;40;12
"38";0;"2020-04-02";199;58;96;16
"39";0;"2020-04-02";55;10;29;4
"40";0;"2020-04-02";17;6;10;1
"41";0;"2020-04-02";73;14;18;7
"42";0;"2020-04-02";435;94;120;62
"43";0;"2020-04-02";17;5;20;3
"44";0;"2020-04-02";204;52;91;38
"45";0;"2020-04-02";196;63;54;16
"46";0;"2020-04-02";13;6;14;0
"47";0;"2020-04-02";30;7;8;3
"48";0;"2020-04-02";9;1;8;0
"49";0;"2020-04-02";144;40;146;23
"50";0;"2020-04-02";57;21;23;11
"51";0;"2020-04-02";365;65;215;58
"52";0;"2020-04-02";66;12;23;8
"53";0;"2020-04-02";60;10;14;8
"54";0;"2020-04-02";465;166;154;85
"55";0;"2020-04-02";153;21;93;23
"56";0;"2020-04-02";138;30;95;35
"57";0;"2020-04-02";1030;175;362;242
"58";0;"2020-04-02";15;7;2;4
"59";0;"2020-04-02";703;239;257;101
"60";0;"2020-04-02";354;73;215;126
"61";0;"2020-04-02";58;8;42;7
"62";0;"2020-04-02";290;99;128;27
"63";0;"2020-04-02";74;33;29;3
"64";0;"2020-04-02";74;29;62;12
"65";0;"2020-04-02";41;6;16;3
"66";0;"2020-04-02";112;34;104;16
"67";0;"2020-04-02";1037;272;442;224
"68";0;"2020-04-02";1105;161;763;418
"69";0;"2020-04-02";1138;264;454;173
"70";0;"2020-04-02";77;15;60;28
"71";0;"2020-04-02";169;35;116;53
"72";0;"2020-04-02";106;22;58;16
"73";0;"2020-04-02";115;36;107;14
"74";0;"2020-04-02";254;81;217;46
"75";0;"2020-04-02";2838;782;954;455
"76";0;"2020-04-02";335;100;111;44
"77";0;"2020-04-02";619;170;307;95
"78";0;"2020-04-02";837;180;394;137
"79";0;"2020-04-02";29;6;27;5
"80";0;"2020-04-02";292;69;109;49
"81";0;"2020-04-02";59;24;17;3
"82";0;"2020-04-02";12;6;3;2
"83";0;"2020-04-02";198;50;195;28
"84";0;"2020-04-02";82;22;51;12
"85";0;"2020-04-02";57;17;29;7
"86";0;"2020-04-02";44;20;30;15
"87";0;"2020-04-02";64;17;20;6
"88";0;"2020-04-02";266;43;141;99
"89";0;"2020-04-02";97;19;15;9
"90";0;"2020-04-02";216;46;121;75
"91";0;"2020-04-02";758;183;196;80
"92";0;"2020-04-02";1748;360;610;211
"93";0;"2020-04-02";1208;221;399;208
"94";0;"2020-04-02";1474;251;500;211
"95";0;"2020-04-02";791;154;527;174
"971";0;"2020-04-02";37;16;28;7
"972";0;"2020-04-02";57;20;31;3
"973";0;"2020-04-02";5;0;6;0
"974";0;"2020-04-02";54;2;24;0
"976";0;"2020-04-02";9;3;2;2
"01";0;"2020-04-03";100;31;74;17
"02";0;"2020-04-03";210;39;162;85
"03";0;"2020-04-03";40;13;54;7
"04";0;"2020-04-03";29;6;45;3
"05";0;"2020-04-03";64;16;37;1
"06";0;"2020-04-03";203;65;149;35
"07";0;"2020-04-03";95;16;125;24
"08";0;"2020-04-03";67;17;13;2
"09";0;"2020-04-03";16;6;8;1
"10";0;"2020-04-03";110;17;25;21
"11";0;"2020-04-03";99;19;55;24
"12";0;"2020-04-03";60;11;26;8
"13";0;"2020-04-03";1022;236;671;79
"14";0;"2020-04-03";131;47;37;11
"15";0;"2020-04-03";24;7;3;0
"16";0;"2020-04-03";18;7;21;3
"17";0;"2020-04-03";74;25;32;11
"18";0;"2020-04-03";43;13;10;14
"19";0;"2020-04-03";42;8;14;4
"21";0;"2020-04-03";212;62;290;67
"22";0;"2020-04-03";65;17;20;9
"23";0;"2020-04-03";11;5;2;0
"24";0;"2020-04-03";20;5;11;1
"25";0;"2020-04-03";173;72;151;43
"26";0;"2020-04-03";250;67;105;52
"27";0;"2020-04-03";63;12;22;11
"28";0;"2020-04-03";151;28;64;21
"29";0;"2020-04-03";74;32;55;7
"2A";0;"2020-04-03";72;22;48;24
"2B";0;"2020-04-03";16;3;68;2
"30";0;"2020-04-03";70;30;38;13
"31";0;"2020-04-03";226;97;136;13
"32";0;"2020-04-03";27;5;6;5
"33";0;"2020-04-03";311;87;281;36
"34";0;"2020-04-03";264;80;201;43
"35";0;"2020-04-03";129;36;72;16
"36";0;"2020-04-03";47;9;7;17
"37";0;"2020-04-03";148;46;47;16
"38";0;"2020-04-03";202;62;108;21
"39";0;"2020-04-03";60;11;36;10
"40";0;"2020-04-03";17;7;12;1
"41";0;"2020-04-03";67;13;32;10
"42";0;"2020-04-03";449;97;153;69
"43";0;"2020-04-03";20;5;23;3
"44";0;"2020-04-03";216;60;109;43
"45";0;"2020-04-03";218;73;65;20
"46";0;"2020-04-03";19;4;17;0
"47";0;"2020-04-03";29;7;11;3
"48";0;"2020-04-03";9;1;8;0
"49";0;"2020-04-03";152;53;163;27
"50";0;"2020-04-03";59;21;27;10
"51";0;"2020-04-03";355;68;237;67
"52";0;"2020-04-03";82;15;34;18
"53";0;"2020-04-03";66;12;14;9
"54";0;"2020-04-03";501;180;189;96
"55";0;"2020-04-03";154;20;105;25
"56";0;"2020-04-03";143;29;98;37
"57";0;"2020-04-03";1026;168;432;282
"58";0;"2020-04-03";21;7;2;5
"59";0;"2020-04-03";729;248;301;123
"60";0;"2020-04-03";356;72;243;141
"61";0;"2020-04-03";59;9;45;8
"62";0;"2020-04-03";343;116;157;34
"63";0;"2020-04-03";71;31;35;4
"64";0;"2020-04-03";77;30;54;13
"65";0;"2020-04-03";40;6;19;3
"66";0;"2020-04-03";103;34;122;16
"67";0;"2020-04-03";1064;283;528;252
"68";0;"2020-04-03";1100;163;820;441
"69";0;"2020-04-03";1202;276;510;184
"70";0;"2020-04-03";81;14;63;30
"71";0;"2020-04-03";163;36;137;60
"72";0;"2020-04-03";109;25;70;18
"73";0;"2020-04-03";109;36;118;15
"74";0;"2020-04-03";276;84;229;52
"75";0;"2020-04-03";2897;783;1092;512
"76";0;"2020-04-03";338;108;127;53
"77";0;"2020-04-03";694;183;351;107
"78";0;"2020-04-03";858;185;436;155
"79";0;"2020-04-03";28;7;26;6
"80";0;"2020-04-03";329;72;121;55
"81";0;"2020-04-03";60;23;18;3
"82";0;"2020-04-03";14;6;3;2
"83";0;"2020-04-03";197;51;215;30
"84";0;"2020-04-03";78;23;60;13
"85";0;"2020-04-03";65;19;31;12
"86";0;"2020-04-03";47;20;32;15
"87";0;"2020-04-03";61;17;25;7
"88";0;"2020-04-03";253;40;160;107
"89";0;"2020-04-03";101;20;25;10
"90";0;"2020-04-03";217;43;131;78
"91";0;"2020-04-03";831;185;227;92
"92";0;"2020-04-03";1848;381;703;237
"93";0;"2020-04-03";1267;224;452;240
"94";0;"2020-04-03";1613;283;571;248
"95";0;"2020-04-03";816;151;585;200
"971";0;"2020-04-03";36;17;34;8
"972";0;"2020-04-03";53;19;34;3
"973";0;"2020-04-03";7;1;6;0
"974";0;"2020-04-03";53;2;29;0
"976";0;"2020-04-03";18;3;2;2
"01";0;"2020-04-04";109;32;83;22
"02";0;"2020-04-04";223;40;180;94
"03";0;"2020-04-04";44;12;56;7
"04";0;"2020-04-04";29;5;44;3
"05";0;"2020-04-04";60;17;42;1
"06";0;"2020-04-04";217;77;167;38
"07";0;"2020-04-04";87;15;132;26
"08";0;"2020-04-04";68;18;20;3
"09";0;"2020-04-04";15;5;10;1
"10";0;"2020-04-04";141;22;27;31
"11";0;"2020-04-04";102;20;57;24
"12";0;"2020-04-04";58;11;31;10
"13";0;"2020-04-04";1040;242;730;90
"14";0;"2020-04-04";130;51;50;13
"15";0;"2020-04-04";25;7;3;0
"16";0;"2020-04-04";17;7;22;3
"17";0;"2020-04-04";79;25;36;11
"18";0;"2020-04-04";47;16;11;15
"19";0;"2020-04-04";43;7;15;7
"21";0;"2020-04-04";255;66;297;69
"22";0;"2020-04-04";62;17;25;10
"23";0;"2020-04-04";12;5;3;1
"24";0;"2020-04-04";25;6;13;1
"25";0;"2020-04-04";175;76;168;46
"26";0;"2020-04-04";254;69;119;55
"27";0;"2020-04-04";69;12;22;12
"28";0;"2020-04-04";162;28;76;24
"29";0;"2020-04-04";79;33;56;8
"2A";0;"2020-04-04";80;23;46;24
"2B";0;"2020-04-04";17;3;70;2
"30";0;"2020-04-04";66;29;41;14
"31";0;"2020-04-04";227;105;150;14
"32";0;"2020-04-04";27;5;7;7
"33";0;"2020-04-04";305;92;304;40
"34";0;"2020-04-04";252;77;216;51
"35";0;"2020-04-04";131;38;82;17
"36";0;"2020-04-04";56;11;9;17
"37";0;"2020-04-04";170;55;55;17
"38";0;"2020-04-04";204;62;124;23
"39";0;"2020-04-04";70;11;39;13
"40";0;"2020-04-04";22;12;12;1
"41";0;"2020-04-04";67;14;34;12
"42";0;"2020-04-04";466;102;164;70
"43";0;"2020-04-04";23;6;25;3
"44";0;"2020-04-04";244;63;121;45
"45";0;"2020-04-04";228;70;86;21
"46";0;"2020-04-04";17;4;19;0
"47";0;"2020-04-04";28;7;12;3
"48";0;"2020-04-04";8;1;9;0
"49";0;"2020-04-04";157;55;166;29
"50";0;"2020-04-04";65;21;29;11
"51";0;"2020-04-04";384;71;253;70
"52";0;"2020-04-04";99;16;44;23
"53";0;"2020-04-04";75;14;14;11
"54";0;"2020-04-04";497;178;210;102
"55";0;"2020-04-04";159;21;115;27
"56";0;"2020-04-04";136;24;110;40
"57";0;"2020-04-04";1028;167;473;312
"58";0;"2020-04-04";27;8;5;5
"59";0;"2020-04-04";773;258;339;134
"60";0;"2020-04-04";344;71;270;149
"61";0;"2020-04-04";63;13;50;8
"62";0;"2020-04-04";363;122;178;42
"63";0;"2020-04-04";69;33;46;4
"64";0;"2020-04-04";80;29;65;13
"65";0;"2020-04-04";43;5;22;5
"66";0;"2020-04-04";107;36;125;17
"67";0;"2020-04-04";1054;277;585;262
"68";0;"2020-04-04";1024;150;891;458
"69";0;"2020-04-04";1215;290;570;198
"70";0;"2020-04-04";80;16;69;33
"71";0;"2020-04-04";162;37;146;63
"72";0;"2020-04-04";105;23;78;18
"73";0;"2020-04-04";114;36;120;15
"74";0;"2020-04-04";264;85;252;55
"75";0;"2020-04-04";2999;809;1212;548
"76";0;"2020-04-04";350;112;145;55
"77";0;"2020-04-04";673;178;420;121
"78";0;"2020-04-04";913;189;454;168
"79";0;"2020-04-04";26;9;11;8
"80";0;"2020-04-04";332;70;155;69
"81";0;"2020-04-04";61;23;19;3
"82";0;"2020-04-04";14;7;3;2
"83";0;"2020-04-04";217;53;225;32
"84";0;"2020-04-04";78;23;64;14
"85";0;"2020-04-04";68;20;38;15
"86";0;"2020-04-04";45;20;34;16
"87";0;"2020-04-04";67;20;26;7
"88";0;"2020-04-04";248;40;183;114
"89";0;"2020-04-04";102;19;31;11
"90";0;"2020-04-04";204;41;155;83
"91";0;"2020-04-04";911;192;251;106
"92";0;"2020-04-04";1929;389;765;268
"93";0;"2020-04-04";1310;228;503;263
"94";0;"2020-04-04";1651;291;641;280
"95";0;"2020-04-04";828;160;635;213
"971";0;"2020-04-04";36;17;35;8
"972";0;"2020-04-04";51;18;35;3
"973";0;"2020-04-04";7;1;6;0
"974";0;"2020-04-04";46;4;39;0
"976";0;"2020-04-04";15;3;7;2
"01";0;"2020-04-05";112;30;86;24
"02";0;"2020-04-05";221;39;182;100
"03";0;"2020-04-05";45;16;59;8
"04";0;"2020-04-05";31;7;44;3
"05";0;"2020-04-05";59;17;45;1
"06";0;"2020-04-05";219;78;171;43
"07";0;"2020-04-05";93;15;131;26
"08";0;"2020-04-05";73;18;23;4
"09";0;"2020-04-05";18;5;10;1
"10";0;"2020-04-05";148;23;27;34
"11";0;"2020-04-05";95;18;63;27
"12";0;"2020-04-05";56;9;34;12
"13";0;"2020-04-05";1095;251;748;96
"14";0;"2020-04-05";142;54;51;16
"15";0;"2020-04-05";26;7;3;0
"16";0;"2020-04-05";17;6;23;5
"17";0;"2020-04-05";79;25;39;13
"18";0;"2020-04-05";49;16;12;19
"19";0;"2020-04-05";42;7;16;7
"21";0;"2020-04-05";259;65;307;73
"22";0;"2020-04-05";70;16;25;10
"23";0;"2020-04-05";12;5;3;1
"24";0;"2020-04-05";26;6;14;1
"25";0;"2020-04-05";183;73;178;49
"26";0;"2020-04-05";251;65;125;57
"27";0;"2020-04-05";68;12;22;13
"28";0;"2020-04-05";174;31;79;25
"29";0;"2020-04-05";82;34;59;9
"2A";0;"2020-04-05";78;23;48;24
"2B";0;"2020-04-05";17;3;69;2
"30";0;"2020-04-05";89;36;42;14
"31";0;"2020-04-05";226;102;156;15
"32";0;"2020-04-05";29;5;7;7
"33";0;"2020-04-05";305;90;317;42
"34";0;"2020-04-05";257;71;229;52
"35";0;"2020-04-05";136;38;83;17
"36";0;"2020-04-05";65;10;9;18
"37";0;"2020-04-05";166;53;64;18
"38";0;"2020-04-05";222;65;128;25
"39";0;"2020-04-05";78;11;42;14
"40";0;"2020-04-05";22;12;13;1
"41";0;"2020-04-05";66;14;36;12
"42";0;"2020-04-05";467;101;176;74
"43";0;"2020-04-05";25;6;27;3
"44";0;"2020-04-05";250;67;133;45
"45";0;"2020-04-05";231;70;98;23
"46";0;"2020-04-05";15;5;22;0
"47";0;"2020-04-05";31;7;12;3
"48";0;"2020-04-05";8;1;9;0
"49";0;"2020-04-05";161;55;171;33
"50";0;"2020-04-05";75;24;29;13
"51";0;"2020-04-05";391;71;253;70
"52";0;"2020-04-05";99;18;46;25
"53";0;"2020-04-05";74;14;17;11
"54";0;"2020-04-05";488;175;225;109
"55";0;"2020-04-05";157;21;118;28
"56";0;"2020-04-05";135;24;113;45
"57";0;"2020-04-05";1018;168;517;337
"58";0;"2020-04-05";34;11;6;5
"59";0;"2020-04-05";828;266;353;146
"60";0;"2020-04-05";358;73;276;151
"61";0;"2020-04-05";67;14;51;9
"62";0;"2020-04-05";363;122;188;46
"63";0;"2020-04-05";80;41;46;6
"64";0;"2020-04-05";77;29;68;14
"65";0;"2020-04-05";52;7;24;7
"66";0;"2020-04-05";102;31;134;17
"67";0;"2020-04-05";1078;268;617;277
"68";0;"2020-04-05";1019;150;933;470
"69";0;"2020-04-05";1250;304;595;214
"70";0;"2020-04-05";80;17;70;37
"71";0;"2020-04-05";173;37;148;65
"72";0;"2020-04-05";108;24;82;19
"73";0;"2020-04-05";118;35;121;15
"74";0;"2020-04-05";294;94;259;56
"75";0;"2020-04-05";3075;838;1309;593
"76";0;"2020-04-05";358;113;155;60
"77";0;"2020-04-05";709;187;435;126
"78";0;"2020-04-05";909;185;470;175
"79";0;"2020-04-05";29;9;10;8
"80";0;"2020-04-05";349;73;154;77
"81";0;"2020-04-05";61;24;21;4
"82";0;"2020-04-05";16;7;6;2
"83";0;"2020-04-05";238;58;230;36
"84";0;"2020-04-05";80;24;66;16
"85";0;"2020-04-05";74;21;38;15
"86";0;"2020-04-05";56;27;36;17
"87";0;"2020-04-05";66;20;28;8
"88";0;"2020-04-05";268;38;194;117
"89";0;"2020-04-05";101;18;31;12
"90";0;"2020-04-05";212;43;160;86
"91";0;"2020-04-05";931;198;274;115
"92";0;"2020-04-05";1950;413;837;293
"93";0;"2020-04-05";1338;229;517;285
"94";0;"2020-04-05";1729;290;663;302
"95";0;"2020-04-05";833;166;661;218
"971";0;"2020-04-05";36;18;36;8
"972";0;"2020-04-05";54;21;37;3
"973";0;"2020-04-05";7;1;6;0
"974";0;"2020-04-05";44;4;41;0
"976";0;"2020-04-05";17;3;8;2
"01";0;"2020-04-06";115;30;92;25
"02";0;"2020-04-06";223;36;187;106
"03";0;"2020-04-06";50;18;61;8
"04";0;"2020-04-06";35;5;49;4
"05";0;"2020-04-06";63;17;46;2
"06";0;"2020-04-06";233;80;180;47
"07";0;"2020-04-06";102;16;140;30
"08";0;"2020-04-06";73;18;30;6
"09";0;"2020-04-06";18;4;11;1
"10";0;"2020-04-06";151;23;27;35
"11";0;"2020-04-06";76;15;67;31
"12";0;"2020-04-06";59;9;35;12
"13";0;"2020-04-06";1169;254;793;121
"14";0;"2020-04-06";146;59;58;23
"15";0;"2020-04-06";28;7;3;0
"16";0;"2020-04-06";15;6;24;6
"17";0;"2020-04-06";81;26;41;15
"18";0;"2020-04-06";55;15;14;22
"19";0;"2020-04-06";44;8;17;9
"21";0;"2020-04-06";284;76;311;76
"22";0;"2020-04-06";75;17;29;11
"23";0;"2020-04-06";11;5;4;3
"24";0;"2020-04-06";28;6;15;1
"25";0;"2020-04-06";183;75;184;51
"26";0;"2020-04-06";260;71;133;63
"27";0;"2020-04-06";67;11;23;15
"28";0;"2020-04-06";166;30;96;29
"29";0;"2020-04-06";93;40;60;9
"2A";0;"2020-04-06";76;22;48;27
"2B";0;"2020-04-06";16;2;67;3
"30";0;"2020-04-06";106;41;45;17
"31";0;"2020-04-06";235;107;161;17
"32";0;"2020-04-06";28;5;8;7
"33";0;"2020-04-06";312;91;331;47
"34";0;"2020-04-06";265;70;241;54
"35";0;"2020-04-06";156;49;88;20
"36";0;"2020-04-06";63;10;9;21
"37";0;"2020-04-06";181;57;66;22
"38";0;"2020-04-06";241;65;137;27
"39";0;"2020-04-06";77;10;42;17
"40";0;"2020-04-06";21;14;20;4
"41";0;"2020-04-06";83;14;37;13
"42";0;"2020-04-06";487;107;187;77
"43";0;"2020-04-06";30;6;29;3
"44";0;"2020-04-06";261;69;138;47
"45";0;"2020-04-06";245;77;107;25
"46";0;"2020-04-06";19;8;28;0
"47";0;"2020-04-06";31;7;12;3
"48";0;"2020-04-06";8;1;9;0
"49";0;"2020-04-06";165;53;176;39
"50";0;"2020-04-06";70;24;32;15
"51";0;"2020-04-06";389;67;271;80
"52";0;"2020-04-06";109;18;50;27
"53";0;"2020-04-06";76;14;17;11
"54";0;"2020-04-06";512;171;242;117
"55";0;"2020-04-06";169;23;124;31
"56";0;"2020-04-06";147;35;119;48
"57";0;"2020-04-06";1011;173;567;358
"58";0;"2020-04-06";36;10;6;6
"59";0;"2020-04-06";872;264;391;165
"60";0;"2020-04-06";377;72;284;161
